xData,yData
848.0,-509.1387167572975
849.0,-515.9712806344032
850.0,-554.0752708911896
851.0,-568.2983040809631
852.0,-522.34056442976
853.0,-509.13909673690796
854.0,-545.5514907836914
855.0,-511.9407117366791
856.0,-511.615352332592
857.0,-516.8051972985268
858.0,-521.0445940494537
859.0,-512.7503767609596
860.0,-524.5094895362854
861.0,-521.7466577887535
862.0,-527.9959857463837
863.0,-513.3586406707764
864.0,-519.4674208760262
865.0,-523.6794501543045
866.0,-31.0
867.0,-39.0
868.0,-511.9766801595688
869.0,-517.7760884165764
870.0,-511.16430163383484
871.0,-529.9017995595932
872.0,-505.5892385542393
873.0,-524.6316656470299
874.0,-518.3409079909325
875.0,-514.1809642314911
876.0,-550.105893611908
877.0,-528.6733955144882
878.0,-528.927606344223
879.0,-522.3309725522995
880.0,-542.9818332195282
881.0,-509.8000831902027
882.0,-510.66193878650665
883.0,-513.4846806526184
884.0,-506.63802921772003
885.0,-514.117357134819
886.0,-538.2064640522003
887.0,-517.0155599713326
888.0,-518.7071055173874
889.0,-515.8953800797462
890.0,-511.13367825746536
891.0,-529.0720701217651
892.0,-512.8585636615753
893.0,-551.0017156600952
894.0,-517.0657321810722
895.0,-517.5230503082275
896.0,-511.8840239942074
897.0,-519.9954092502594
898.0,-158.0
899.0,-559.3850255012512
900.0,-507.7893368899822
901.0,-507.6276205480099
902.0,-509.1437563300133
903.0,-511.27805784344673
904.0,-516.333182156086
905.0,-510.6617480516434
906.0,-525.6672114133835
907.0,-515.9423336386681
908.0,-515.769162774086
909.0,-515.7852828502655
910.0,-529.0696710348129
911.0,-513.5001048445702
912.0,-535.5029255151749
913.0,-524.6851176023483
914.0,5.0
915.0,-517.7215605974197
916.0,-521.6264083981514
917.0,-511.6582214832306
918.0,-549.0787535905838
919.0,-508.9183174073696
920.0,-527.6796758174896
921.0,-514.4564509391785
922.0,-522.179214656353
923.0,-509.8567873239517
924.0,-530.6522876024246
925.0,-515.5199736356735
926.0,-510.15406623482704
927.0,-518.6042353510857
928.0,-548.1413394212723
929.0,-510.4245685040951
930.0,-509.8191149532795
931.0,-512.4451994895935
932.0,-515.0745809078217
933.0,-572.390228509903
934.0,-513.0132749676704
935.0,-508.490651845932
936.0,-505.6197889149189
